,submission_id,topic_champion
43105,qacprn,ahri
43106,qachbf,aatrox
43106,qachbf,ahri
43107,qacaqo,aatrox
43107,qacaqo,ahri
43108,qac5rx,aatrox
43108,qac5rx,ahri
43109,qac5at,annie
43110,qabwoh,aatrox
43110,qabwoh,ahri
43111,qabok1,aatrox
43111,qabok1,ahri
43112,qabla9,aatrox
43112,qabla9,ahri
43113,qabjvk,aatrox
43113,qabjvk,ahri
43114,qabihm,aatrox
43114,qabihm,ahri
43115,qabh87,aatrox
43115,qabh87,ahri
43116,qabgcn,annie
43117,qabbr1,ornn
43118,qabamx,aatrox
43118,qabamx,ahri
43119,qaba63,jinx
43120,qab6gq,wukong
43121,qab350,aatrox
43121,qab350,ahri
43122,qab2mb,aatrox
43122,qab2mb,ahri
43123,qab13m,zed
43124,qaau1d,aatrox
43124,qaau1d,ahri
43125,qaatsr,fizz
43125,qaatsr,karma
43126,qaarbe,aatrox
43126,qaarbe,ahri
43127,qaafs4,aatrox
43127,qaafs4,ahri
43128,qaabbg,aatrox
43128,qaabbg,ahri
43129,qaa7zo,aatrox
43129,qaa7zo,ahri
43130,qa9z2j,aatrox
43130,qa9z2j,ahri
43131,qa9xyt,master yi
43132,qa9vpb,aatrox
43132,qa9vpb,ahri
43133,qa9u5e,aatrox
43133,qa9u5e,ahri
43134,qa9u4g,aatrox
43134,qa9u4g,ahri
43135,qa9rjg,teemo
43136,qa9kwk,morgana
43136,qa9kwk,seraphine
43137,qa9k57,aatrox
43137,qa9k57,ahri
43138,qa9j7v,aatrox
43138,qa9j7v,ahri
43139,qa9eny,volibear
43140,qa9cv5,miss fortune
43140,qa9cv5,pantheon
43141,qa95pc,aatrox
43141,qa95pc,ahri
43142,qa92tg,aatrox
43142,qa92tg,ahri
43143,qa926b,aatrox
43143,qa926b,ahri
43144,qa8xdz,aatrox
43144,qa8xdz,ahri
43145,qa8wzm,aatrox
43145,qa8wzm,ahri
43146,qa8vlb,leblanc
43147,qa8v8w,thresh
43148,qa8s1e,garen
43149,qa8rwb,draven
43150,qa8l81,aatrox
43150,qa8l81,ahri
43151,qa8fgn,yuumi
43152,qa8d7x,aatrox
43152,qa8d7x,ahri
43153,qa83uo,gangplank
43154,qa7tno,aatrox
43154,qa7tno,ahri
43155,qa7sax,aatrox
43155,qa7sax,ahri
43156,qa7qu8,aatrox
43156,qa7qu8,ahri
43157,qa7qex,caitlyn
43158,qa7q2d,aatrox
43158,qa7q2d,ahri
43159,qa7j3n,aatrox
43159,qa7j3n,ahri
43160,qa7hca,caitlyn
43160,qa7hca,ezreal
43161,qa7do1,twitch
43162,qa7d1j,karma
43163,qa7ajm,cho'gath
43163,qa7ajm,sion
43164,qa78ht,aatrox
43164,qa78ht,ahri
43165,qa75t4,aatrox
43165,qa75t4,ahri
43166,qa75g9,illaoi
43166,qa75g9,sivir
43167,qa72ez,aatrox
43167,qa72ez,ahri
43168,qa6yke,sion
43169,qa6xrn,aatrox
43169,qa6xrn,ahri
43170,qa6v7a,zed
43171,qa6s78,aatrox
43171,qa6s78,ahri
43172,qa6ro6,aatrox
43172,qa6ro6,ahri
43173,qa6p7u,aatrox
43173,qa6p7u,ahri
43174,qa6med,aatrox
43174,qa6med,ahri
43175,qa6lke,aatrox
43175,qa6lke,ahri
43176,qa6kuo,aurelion sol
43176,qa6kuo,kassadin
43177,qa6jlv,aatrox
43177,qa6jlv,ahri
43178,qa6h96,aatrox
43178,qa6h96,ahri
43179,qa6e88,akali
43180,qa6dnm,lux
43181,qa6blt,aatrox
43181,qa6blt,ahri
43182,qa679t,nasus
43182,qa679t,quinn
43183,qa66aw,talon
43183,qa66aw,yone
43184,qa64iw,aatrox
43184,qa64iw,ahri
43185,qa64cw,aatrox
43185,qa64cw,ahri
43186,qa6067,aatrox
43186,qa6067,ahri
43187,qa5vmq,aatrox
43187,qa5vmq,ahri
43188,qa5t48,aatrox
43188,qa5t48,ahri
43189,qa5s44,aatrox
43189,qa5s44,ahri
43190,qa5org,aatrox
43190,qa5org,ahri
43191,qa5kr9,aatrox
43191,qa5kr9,ahri
43192,qa5k2i,aatrox
43192,qa5k2i,ahri
43193,qa5jfe,aatrox
43193,qa5jfe,ahri
43194,qa5i1m,aatrox
43194,qa5i1m,ahri
43195,qa5gi8,graves
43196,qa5fgv,aatrox
43196,qa5fgv,ahri
43197,qa5czn,aatrox
43197,qa5czn,ahri
43198,qa56d4,aatrox
43198,qa56d4,ahri
43199,qa53km,aatrox
43199,qa53km,ahri
43200,qa53do,fiddlesticks
43200,qa53do,miss fortune
43201,qa4zo0,aatrox
43201,qa4zo0,ahri
43202,qa4xg5,aatrox
43202,qa4xg5,ahri
43203,qa4u83,aatrox
43203,qa4u83,ahri
43204,qa4tlp,aatrox
43204,qa4tlp,ahri
43205,qa4r79,aatrox
43205,qa4r79,ahri
43206,qa4qpp,aatrox
43206,qa4qpp,ahri
43207,qa4qeg,aatrox
43207,qa4qeg,ahri
43208,qa4pjy,aatrox
43208,qa4pjy,ahri
43209,qa4pbd,aatrox
43209,qa4pbd,ahri
43210,qa4cmd,aatrox
43210,qa4cmd,ahri
43211,qa4ap5,aatrox
43211,qa4ap5,ahri
43212,qa49tr,twisted fate
43213,qa49f7,aatrox
43213,qa49f7,ahri
43214,qa47p8,soraka
43215,qa42rd,aatrox
43215,qa42rd,ahri
43216,qa42gx,azir
43216,qa42gx,graves
43217,qa410u,janna
43217,qa410u,lulu
43218,qa3xbv,sett
43219,qa3szs,aatrox
43219,qa3szs,ahri
43220,qa3suc,aatrox
43220,qa3suc,ahri
43221,qa3p5y,viego
43222,qa3ori,samira
43223,qa3kuu,twisted fate
43224,qa3hjn,aatrox
43224,qa3hjn,ahri
43225,qa3em3,aatrox
43225,qa3em3,ahri
43226,qa3cfd,aatrox
43226,qa3cfd,ahri
43227,qa3bei,miss fortune
43228,qa3asw,aatrox
43228,qa3asw,ahri
43229,qa3abx,mordekaiser
43229,qa3abx,twitch
43230,qa38rn,annie
43231,qa37ly,aatrox
43231,qa37ly,ahri
43232,qa361j,hecarim
43232,qa361j,lucian
43233,qa35zh,aatrox
43233,qa35zh,ahri
43234,qa33zu,teemo
43235,qa33gt,brand
43236,qa32b5,singed
43236,qa32b5,yuumi
43237,qa325h,aatrox
43237,qa325h,ahri
43238,qa2xyz,aatrox
43238,qa2xyz,ahri
43239,qa2wmt,aatrox
43239,qa2wmt,ahri
43240,qa2wjz,aatrox
43240,qa2wjz,ahri
43241,qa2wco,nautilus
43242,qa2vw8,aatrox
43242,qa2vw8,ahri
43243,qa2vda,viego
43244,qa2u6h,aatrox
43244,qa2u6h,ahri
43245,qa2qh7,aatrox
43246,qa2ohh,aatrox
43246,qa2ohh,ahri
43247,qa2ls9,aatrox
43248,qa2ift,aphelios
43248,qa2ift,braum
43249,qa2gwy,evelynn
43250,qa2gk5,nami
43251,qa2f2i,kassadin
43251,qa2f2i,riven
43252,qa2etz,aatrox
43252,qa2etz,ahri
43253,qa2cen,aatrox
43253,qa2cen,ahri
43254,qa2c76,leblanc
43255,qa258p,aatrox
43255,qa258p,ahri
43256,qa24k2,aurelion sol
43257,qa235s,nunu and willump
43258,qa1z6e,aatrox
43258,qa1z6e,ahri
43259,qa1w6c,aatrox
43259,qa1w6c,ahri
43260,qa1vfg,zac
43261,qa1ta2,aatrox
43261,qa1ta2,ahri
43262,qa1pfq,aatrox
43262,qa1pfq,ahri
43263,qa1orc,aatrox
43263,qa1orc,ahri
43264,qa1myc,twisted fate
43265,qa1l7a,kassadin
43265,qa1l7a,kayle
43266,qa1f70,aatrox
43266,qa1f70,ahri
43267,qa1dzc,aatrox
43267,qa1dzc,ahri
43268,qa174x,aatrox
43268,qa174x,ahri
43269,qa1024,pyke
43270,qa0sf2,aatrox
43270,qa0sf2,ahri
43271,qa0s4u,aatrox
43271,qa0s4u,ahri
43272,qa0pyd,caitlyn
43273,qa0lvj,aatrox
43273,qa0lvj,ahri
43274,qa0fu9,leblanc
43275,qa0ese,twisted fate
43276,qa08tk,aatrox
43276,qa08tk,ahri
43277,qa046b,kalista
43277,qa046b,nocturne
43278,qa03ai,veigar
43279,q9zvl1,aatrox
43279,q9zvl1,ahri
43280,q9zv02,leblanc
43280,q9zv02,twisted fate
43281,q9zsuq,aatrox
43281,q9zsuq,ahri
43282,q9zqt7,zoe
43283,q9zq5t,aatrox
43283,q9zq5t,ahri
43284,q9zo87,aatrox
43284,q9zo87,ahri
43285,q9znjl,aatrox
43285,q9znjl,ahri
43286,q9znig,aatrox
43286,q9znig,ahri
43287,q9zl69,aphelios
43288,q9zhmf,aatrox
43288,q9zhmf,ahri
43289,q9zfid,garen
43290,q9zf4r,aatrox
43290,q9zf4r,ahri
43291,q9zbv6,aatrox
43291,q9zbv6,ahri
43292,q9zanu,yuumi
43293,q9za7q,aatrox
43293,q9za7q,ahri
43294,q9za5p,aatrox
43294,q9za5p,ahri
43295,q9z8nb,aatrox
43295,q9z8nb,ahri
43296,q9z7tx,aatrox
43296,q9z7tx,ahri
43297,q9z55b,aatrox
43297,q9z55b,ahri
43298,q9z4d4,jhin
43298,q9z4d4,talon
43299,q9z3o6,aatrox
43299,q9z3o6,ahri
43300,q9z34l,aatrox
43300,q9z34l,ahri
43301,q9ytbx,aatrox
43301,q9ytbx,ahri
43302,q9yprr,aatrox
43302,q9yprr,ahri
43303,q9yphv,brand
43303,q9yphv,ezreal
43304,q9ypfg,twisted fate
43305,q9yohg,twitch
43306,q9yn7b,aatrox
43306,q9yn7b,ahri
43307,q9yi9s,amumu
43307,q9yi9s,cho'gath
43308,q9ycse,aatrox
43308,q9ycse,ahri
43309,q9y88u,aatrox
43309,q9y88u,ahri
43310,q9y7nf,aatrox
43310,q9y7nf,ahri
43311,q9y7lg,ezreal
43312,q9y7cx,aatrox
43312,q9y7cx,ahri
43313,q9y58z,aatrox
43313,q9y58z,ahri
43314,q9y3e3,jayce
43315,q9y2ji,aatrox
43315,q9y2ji,ahri
43316,q9y047,aatrox
43316,q9y047,ahri
43317,q9xu4p,miss fortune
43318,q9xl4t,aatrox
43318,q9xl4t,ahri
43319,q9xg5p,tryndamere
43320,q9xby5,aatrox
43320,q9xby5,ahri
43321,q9x8uo,twitch
43322,q9x57j,aatrox
43322,q9x57j,ahri
43323,q9x3vw,renekton
43323,q9x3vw,twisted fate
43324,q9wqdd,aatrox
43324,q9wqdd,ahri
43325,q9wpt4,aatrox
43325,q9wpt4,ahri
43326,q9wnem,aatrox
43326,q9wnem,ahri
43327,q9wig0,vladimir
43328,q9wdzs,aatrox
43328,q9wdzs,ahri
43329,q9w8zo,pyke
43330,q9w8vi,dr. mundo
43331,q9w8ry,miss fortune
43332,q9w4s0,aatrox
43332,q9w4s0,ahri
43333,q9w3op,aatrox
43333,q9w3op,ahri
43334,q9w2t0,yasuo
43335,q9w26q,aatrox
43335,q9w26q,ahri
43336,q9vzib,nasus
43337,q9vvqn,sylas
43338,q9vqvf,aatrox
43338,q9vqvf,ahri
43339,q9vlpo,aatrox
43339,q9vlpo,ahri
43340,q9vdj8,mordekaiser
43341,q9vd2y,aatrox
43341,q9vd2y,ahri
43342,q9vcpf,aatrox
43342,q9vcpf,ahri
43343,q9vcjs,aatrox
43343,q9vcjs,ahri
43344,q9vcfj,lux
43345,q9vbn0,twisted fate
43346,q9v9g9,aatrox
43346,q9v9g9,ahri
43347,q9v8sd,aatrox
43347,q9v8sd,ahri
43348,q9v84u,aatrox
43348,q9v84u,ahri
43349,q9v4po,yone
43350,q9v2t9,aatrox
43350,q9v2t9,ahri
43351,q9uzqw,aatrox
43351,q9uzqw,ahri
43352,q9ux7f,master yi
43353,q9uohh,aatrox
43353,q9uohh,ahri
43354,q9unsn,lucian
43354,q9unsn,sejuani
43355,q9ulrc,aatrox
43355,q9ulrc,ahri
43356,q9ulmd,yasuo
43357,q9uj07,katarina
43358,q9ubwr,azir
43358,q9ubwr,morgana
43359,q9u91m,aatrox
43359,q9u91m,ahri
43360,q9u2e1,jhin
43360,q9u2e1,miss fortune
43361,q9u0zz,aatrox
43361,q9u0zz,ahri
43362,q9txea,aatrox
43362,q9txea,ahri
43363,q9tut1,aatrox
43363,q9tut1,ahri
43364,q9tne8,aatrox
43364,q9tne8,ahri
43365,q9tjqs,aatrox
43365,q9tjqs,ahri
43366,q9tga5,aatrox
43366,q9tga5,ahri
43367,q9t88y,gwen
43368,q9t7ch,aatrox
43368,q9t7ch,ahri
43369,q9t6sx,aatrox
43369,q9t6sx,ahri
43370,q9t4lu,aatrox
43370,q9t4lu,ahri
43371,q9t0f8,aatrox
43371,q9t0f8,ahri
43372,q9syce,aatrox
43372,q9syce,ahri
43373,q9sld7,aatrox
43373,q9sld7,ahri
43374,q9sl68,aatrox
43374,q9sl68,ahri
43375,q9skv0,morgana
43376,q9sk8h,aatrox
43376,q9sk8h,ahri
43377,q9sfdv,tahm kench
43378,q9sd0k,aatrox
43378,q9sd0k,ahri
43379,q9sbm6,caitlyn
43379,q9sbm6,ezreal
43380,q9saq9,karma
43381,q9s8xy,aatrox
43381,q9s8xy,ahri
43382,q9s6ep,aatrox
43382,q9s6ep,ahri
43383,q9rxuc,gangplank
43383,q9rxuc,neeko
43384,q9rqu8,gwen
43385,q9rptn,aatrox
43385,q9rptn,ahri
43386,q9rnxo,aatrox
43386,q9rnxo,ahri
43387,q9rm0b,aatrox
43387,q9rm0b,ahri
43388,q9rl8p,kayle
43388,q9rl8p,yuumi
43389,q9rjv5,aatrox
43389,q9rjv5,ahri
43390,q9rh66,aatrox
43390,q9rh66,ahri
43391,q9r7iy,aatrox
43391,q9r7iy,ahri
43392,q9qtnh,aatrox
43392,q9qtnh,ahri
43393,q9qm36,aatrox
43393,q9qm36,ahri
43394,q9qjfy,aatrox
43394,q9qjfy,ahri
43395,q9qicf,aatrox
43395,q9qicf,ahri
43396,q9qcwd,aatrox
43396,q9qcwd,ahri
43397,q9qc66,aurelion sol
43398,q9qc11,aatrox
43398,q9qc11,ahri
43399,q9qbjb,aatrox
43399,q9qbjb,ahri
43400,q9qb03,aatrox
43400,q9qb03,ahri
43401,q9q8zf,viego
43402,q9q3ra,aatrox
43402,q9q3ra,ahri
43403,q9q1cm,jarvan iv
43404,q9pwls,master yi
43405,q9pwea,aatrox
43405,q9pwea,ahri
43406,q9pvq4,aatrox
43406,q9pvq4,ahri
43407,q9psvu,aatrox
43407,q9psvu,ahri
43408,q9pra5,aatrox
43408,q9pra5,ahri
43409,q9pnrj,aatrox
43409,q9pnrj,ahri
43410,q9plg2,aatrox
43410,q9plg2,ahri
43411,q9ph7m,aatrox
43411,q9ph7m,ahri
43412,q9pgjc,brand
43413,q9pb3f,kai'sa
43413,q9pb3f,viego
43414,q9p9hq,aatrox
43414,q9p9hq,ahri
43415,q9p3ot,zilean
43416,q9p0xk,aatrox
43416,q9p0xk,ahri
43417,q9p0fk,kayn
43418,q9oxah,aatrox
43418,q9oxah,ahri
43419,q9os5s,akali
43419,q9os5s,evelynn
43420,q9ol41,vex
43421,q9ojfp,aatrox
43421,q9ojfp,ahri
43422,q9oira,master yi
43423,q9ogpr,aatrox
43423,q9ogpr,ahri
43424,q9oe6f,thresh
43425,q9oc4x,ekko
43425,q9oc4x,ezreal
43426,q9o78j,trundle
43427,q9o6xk,aatrox
43427,q9o6xk,ahri
43428,q9o3kp,ornn
43429,q9ny4q,lulu
43430,q9nwtu,aatrox
43430,q9nwtu,ahri
43431,q9ngxd,aatrox
43431,q9ngxd,ahri
43432,q9n8yr,sivir
43433,q9n7tu,aatrox
43433,q9n7tu,ahri
43434,q9n4nf,aatrox
43434,q9n4nf,ahri
43435,q9n1rb,aatrox
43435,q9n1rb,ahri
43436,q9myvo,miss fortune
43437,q9mn7g,rammus
43438,q9mj3r,aatrox
43438,q9mj3r,ahri
43439,q9mh1x,aatrox
43439,q9mh1x,ahri
43440,q9mblj,aatrox
43440,q9mblj,ahri
43441,q9maks,aatrox
43441,q9maks,ahri
43442,q9m28h,viego
43443,q9m190,aatrox
43443,q9m190,ahri
43444,q9m0e9,aatrox
43444,q9m0e9,ahri
43445,q9ltt6,brand
43446,q9lsqn,aatrox
43446,q9lsqn,ahri
43447,q9louq,azir
43448,q9lcca,aatrox
43448,q9lcca,ahri
43449,q9la78,amumu
43449,q9la78,blitzcrank
43450,q9l98u,aatrox
43450,q9l98u,ahri
43451,q9l8gw,aatrox
43451,q9l8gw,ahri
43452,q9l7ka,aatrox
43452,q9l7ka,ahri
43453,q9l63w,yasuo
43454,q9l4ss,aatrox
43454,q9l4ss,ahri
43455,q9l3id,aatrox
43455,q9l3id,ahri
43456,q9l36g,aatrox
43456,q9l36g,ahri
43457,q9kzj5,aatrox
43457,q9kzj5,ahri
43458,q9kya2,anivia
43458,q9kya2,blitzcrank
43459,q9kx7z,aatrox
43459,q9kx7z,ahri
43460,q9kscu,aatrox
43460,q9kscu,ahri
43461,q9kpus,aatrox
43461,q9kpus,ahri
43462,q9kmuw,aatrox
43462,q9kmuw,ahri
43463,q9kkx0,aatrox
43463,q9kkx0,ahri
43464,q9kjtc,aatrox
43464,q9kjtc,ahri
43465,q9kiwd,aatrox
43465,q9kiwd,ahri
43466,q9kdko,aatrox
43466,q9kdko,ahri
43467,q9kan8,aatrox
43467,q9kan8,ahri
43468,q9k8kt,aatrox
43468,q9k8kt,ahri
43469,q9k778,aatrox
43469,q9k778,ahri
43470,q9k574,graves
43471,q9jzbl,talon
43472,q9jyfw,aatrox
43472,q9jyfw,ahri
43473,q9jtsk,talon
43474,q9jok9,aatrox
43474,q9jok9,ahri
43475,q9jo2z,aatrox
43475,q9jo2z,ahri
43476,q9jksd,aatrox
43476,q9jksd,ahri
43477,q9jjvi,ryze
43478,q9jir8,aatrox
43478,q9jir8,ahri
43479,q9jbp8,poppy
43480,q9j9dp,tryndamere
43481,q9j7rj,aatrox
43481,q9j7rj,ahri
43482,q9j4mj,aatrox
43482,q9j4mj,ahri
43483,q9j11q,aatrox
43483,q9j11q,ahri
43484,q9iyni,aatrox
43484,q9iyni,ahri
43485,q9iwk3,xin zhao
43486,q9isvp,aatrox
43486,q9isvp,ahri
43487,q9immm,aatrox
43487,q9immm,ahri
43488,q9ilk5,ezreal
43489,q9ik4h,aatrox
43489,q9ik4h,ahri
43490,q9ik1e,aatrox
43490,q9ik1e,ahri
43491,q9id9n,blitzcrank
43492,q9id8g,sett
43493,q9i8wt,evelynn
43493,q9i8wt,kindred
43494,q9i69y,aatrox
43494,q9i69y,ahri
43495,q9i5kl,gnar
43496,q9i3xl,annie
43497,q9i2jf,aatrox
43497,q9i2jf,ahri
43498,q9hyb2,rell
43498,q9hyb2,swain
43499,q9hwr9,twisted fate
43500,q9hvm2,aatrox
43500,q9hvm2,ahri
43501,q9ht12,garen
43501,q9ht12,gnar
43502,q9hrtl,neeko
43503,q9hqvj,aatrox
43503,q9hqvj,ahri
43504,q9hn2f,aatrox
43504,q9hn2f,ahri
43505,q9heoj,aatrox
43505,q9heoj,ahri
43506,q9h7ze,aatrox
43506,q9h7ze,ahri
43507,q9h7al,aatrox
43507,q9h7al,ahri
43508,q9h6zw,zed
43509,q9h6jh,aatrox
43509,q9h6jh,ahri
43510,q9h6cc,aatrox
43510,q9h6cc,ahri
43511,q9h2zo,aatrox
43511,q9h2zo,ahri
43512,q9h2rk,lulu
43513,q9gy4d,graves
43514,q9gvgf,aatrox
43514,q9gvgf,ahri
43515,q9gvg3,aatrox
43515,q9gvg3,ahri
43516,q9gumo,aatrox
43516,q9gumo,ahri
43517,q9gu1t,aatrox
43517,q9gu1t,ahri
43518,q9gq0i,kayle
43519,q9gpt6,aatrox
43519,q9gpt6,ahri
43520,q9go8p,riven
43521,q9gkat,aatrox
43521,q9gkat,ahri
43522,q9giqd,aatrox
43522,q9giqd,ahri
43523,q9ggt8,aatrox
43523,q9ggt8,ahri
43524,q9ganq,maokai
43524,q9ganq,ornn
43525,q9gana,aatrox
43525,q9gana,ahri
43526,q9g959,ezreal
43527,q9g5x2,aatrox
43527,q9g5x2,ahri
43528,q9g3gk,miss fortune
43529,q9g1k1,aatrox
43529,q9g1k1,ahri
43530,q9g19h,pyke
43530,q9g19h,warwick
43531,q9fx0j,miss fortune
43532,q9fwvy,aatrox
43532,q9fwvy,ahri
43533,q9fw5y,aatrox
43533,q9fw5y,ahri
43534,q9fsmc,aatrox
43534,q9fsmc,ahri
43535,q9fs2d,kennen
43536,q9frau,aatrox
43536,q9frau,ahri
43537,q9fqf6,aatrox
43537,q9fqf6,ahri
43538,q9fjmb,kindred
43539,q9fgd3,sion
43540,q9fa0p,nocturne
43541,q9f955,jhin
43541,q9f955,nunu and willump
43542,q9f8a5,aatrox
43542,q9f8a5,ahri
43543,q9f1zj,qiyana
43544,q9eybt,aatrox
43544,q9eybt,ahri
43545,q9exub,aatrox
43545,q9exub,ahri
43546,q9ex8q,aatrox
43546,q9ex8q,ahri
43547,q9euqg,alistar
43547,q9euqg,bard
43548,q9en06,aatrox
43548,q9en06,ahri
43549,q9em1e,aatrox
43549,q9em1e,ahri
43550,q9el2f,aatrox
43550,q9el2f,ahri
43551,q9egmh,yuumi
43552,q9eet8,aatrox
43552,q9eet8,ahri
43553,q9edlb,shaco
43554,q9e9i1,aatrox
43554,q9e9i1,ahri
43555,q9e957,twisted fate
43556,q9e7oy,aatrox
43556,q9e7oy,ahri
43557,q9e5xr,aatrox
43557,q9e5xr,ahri
43558,q9e4ry,aatrox
43558,q9e4ry,ahri
43559,q9e3jr,ezreal
43560,q9e0rn,pyke
43561,q9dzjs,aatrox
43561,q9dzjs,ahri
43562,q9dykc,zed
43563,q9dxe2,aatrox
43563,q9dxe2,ahri
43564,q9dv3r,aatrox
43564,q9dv3r,ahri
43565,q9du9g,aatrox
43565,q9du9g,ahri
43566,q9dsa2,aatrox
43566,q9dsa2,ahri
43567,q9dqsv,aatrox
43567,q9dqsv,ahri
43568,q9doxp,aatrox
43568,q9doxp,ahri
43569,q9dnr2,aatrox
43569,q9dnr2,ahri
43570,q9dnpl,aatrox
43570,q9dnpl,ahri
43571,q9dnfx,sona
43571,q9dnfx,soraka
43572,q9dn18,janna
43572,q9dn18,kai'sa
43573,q9dktu,teemo
43574,q9deq9,aatrox
43574,q9deq9,ahri
43575,q9defx,tryndamere
43576,q9d9z5,aatrox
43576,q9d9z5,ahri
43577,q9d25n,aatrox
43577,q9d25n,ahri
43578,q9d0l7,aatrox
43578,q9d0l7,ahri
43579,q9czqq,leona
43580,q9czeh,aatrox
43580,q9czeh,ahri
43581,q9ctyj,aatrox
43581,q9ctyj,ahri
43582,q9crs5,aatrox
43582,q9crs5,ahri
43583,q9crm8,aatrox
43583,q9crm8,ahri
43584,q9cr1e,draven
43585,q9cqqs,aatrox
43585,q9cqqs,ahri
43586,q9cq5j,gangplank
43586,q9cq5j,jax
43587,q9coxo,aatrox
43587,q9coxo,ahri
43588,q9coad,garen
43589,q9cn6s,sett
43590,q9cn32,aatrox
43590,q9cn32,ahri
43591,q9cklm,blitzcrank
43592,q9cjb7,aatrox
43592,q9cjb7,ahri
43593,q9cilp,lee sin
43593,q9cilp,ryze
43594,q9ce4o,kayn
43595,q9cccw,vex
43596,q9c2aa,poppy
43597,q9c24g,aatrox
43597,q9c24g,ahri
43598,q9c1jy,aatrox
43598,q9c1jy,ahri
43599,q9bx2m,aatrox
43599,q9bx2m,ahri
43600,q9brj5,yasuo
43601,q9brdi,aatrox
43601,q9brdi,ahri
43602,q9bpca,aatrox
43602,q9bpca,ahri
43603,q9bjua,aatrox
43603,q9bjua,ahri
43604,q9bfgx,yuumi
43605,q9bfa3,aatrox
43605,q9bfa3,ahri
43606,q9bf0w,darius
43607,q9be76,aatrox
43607,q9be76,ahri
43608,q9b7dq,aatrox
43608,q9b7dq,ahri
43609,q9b5ha,aatrox
43609,q9b5ha,ahri
43610,q9b50g,malphite
43611,q9b4xz,galio
43612,q9b2xz,aatrox
43612,q9b2xz,ahri
43613,q9b2h3,draven
43614,q9avte,lux
43615,q9auog,jax
43615,q9auog,pyke
43616,q9arc4,aatrox
43616,q9arc4,ahri
43617,q9ar7m,aatrox
43617,q9ar7m,ahri
43618,q9an3m,aatrox
43618,q9an3m,ahri
43619,q9ajkx,aatrox
43619,q9ajkx,ahri
43620,q9aj5z,viego
43621,q9agd8,soraka
43622,q9ag73,aatrox
43622,q9ag73,ahri
43623,q9ag3p,aatrox
43623,q9ag3p,ahri
43624,q9abyo,xin zhao
43625,q9ab0j,aatrox
43625,q9ab0j,ahri
43626,q9a522,aatrox
43626,q9a522,ahri
43627,q9a2rp,jinx
43627,q9a2rp,morgana
43628,q9a1bj,aatrox
43628,q9a1bj,ahri
43629,q99m7x,aatrox
43629,q99m7x,ahri
43630,q99m0d,aatrox
43630,q99m0d,ahri
43631,q99ls0,aatrox
43631,q99ls0,ahri
43632,q99ljw,aatrox
43632,q99ljw,ahri
43633,q99lck,aatrox
43633,q99lck,ahri
43634,q99l5l,aatrox
43634,q99l5l,ahri
43635,q99j7u,aatrox
43635,q99j7u,ahri
43636,q99ho0,aatrox
43636,q99ho0,ahri
43637,q99h4k,teemo
43638,q99fu7,aatrox
43638,q99fu7,ahri
43639,q99fss,aatrox
43639,q99fss,ahri
43640,q99dyo,samira
43641,q99d6v,aatrox
43641,q99d6v,ahri
43642,q99c6c,zac
43643,q99c0u,aatrox
43643,q99c0u,ahri
43644,q999dg,aatrox
43644,q999dg,ahri
43645,q996rj,twitch
43646,q994cp,camille
43647,q993my,leblanc
43648,q98zj8,aatrox
43648,q98zj8,ahri
43649,q98y0y,aatrox
43649,q98y0y,ahri
43650,q98wa5,aatrox
43650,q98wa5,ahri
43651,q98vq8,aatrox
43651,q98vq8,ahri
43652,q98uzu,leblanc
43653,q98uvi,aatrox
43653,q98uvi,ahri
43654,q98ll5,aatrox
43654,q98ll5,ahri
43655,q98fda,aatrox
43655,q98fda,ahri
43656,q98ahl,malphite
43657,q98a9r,aatrox
43657,q98a9r,ahri
43658,q988di,aatrox
43658,q988di,ahri
43659,q987jy,katarina
43660,q987ar,aatrox
43660,q987ar,ahri
43661,q986my,aatrox
43661,q986my,ahri
43662,q985l6,jhin
43663,q9820w,aatrox
43663,q9820w,ahri
43664,q980wj,aatrox
43664,q980wj,ahri
43665,q97x96,ashe
43666,q97vi0,aatrox
43666,q97vi0,ahri
43667,q97unc,aatrox
43667,q97unc,ahri
43668,q97p45,twisted fate
43669,q97nqk,ashe
43670,q97mvf,aatrox
43670,q97mvf,ahri
43671,q97kqo,aatrox
43671,q97kqo,ahri
43672,q97ezc,bard
43673,q97dh5,jhin
43673,q97dh5,jinx
43674,q97c7e,aatrox
43674,q97c7e,ahri
43675,q978zy,aatrox
43675,q978zy,ahri
43676,q9778s,aatrox
43676,q9778s,ahri
43677,q970hx,vladimir
43678,q96vuy,aatrox
43678,q96vuy,ahri
43679,q96vou,aatrox
43679,q96vou,ahri
43680,q96tk7,aatrox
43680,q96tk7,ahri
43681,q96qt0,aatrox
43681,q96qt0,ahri
43682,q96oao,aatrox
43682,q96oao,ahri
43683,q96mvn,aatrox
43683,q96mvn,ahri
43684,q96miv,akali
43684,q96miv,lissandra
43685,q96lf5,aatrox
43685,q96lf5,ahri
43686,q96c14,aatrox
43686,q96c14,ahri
43687,q96byh,samira
43688,q96awh,aatrox
43688,q96awh,ahri
43689,q9669c,fizz
43689,q9669c,poppy
43690,q960it,aatrox
43690,q960it,ahri
43691,q95w6j,aatrox
43691,q95w6j,ahri
43692,q95uh0,aatrox
43692,q95uh0,ahri
43693,q95u05,aatrox
43693,q95u05,ahri
43694,q95r66,ashe
43694,q95r66,irelia
43695,q95qlw,aatrox
43695,q95qlw,ahri
43696,q95l9j,camille
43696,q95l9j,irelia
